894103,72015203,"Ut et fugiat id tempora aperiam dolore similique.",Malinowski,1954.18,"Adamczyk S.K.A",0,0,"Beatae ex. data produkcji2017"
28260,69825521,"Libero animi dolor et itaque cupiditate tempore quisquam.",Stępień-Duda,6332.79,Kołodziej,0,0,"Voluptatem. rok2017"
659766,27231245,"Laborum quia aliquid ex mollitia provident.","Wojciechowski sp. j.",5902.45,"Michalska sp. z o.o.",0,0,"Sed vel. rok2012"
713991,86416560,"Aperiam dolorum in debitis omnis impedit praesentium.",Kowalczyk,3315.88,"Zając S.A.",0,0,"Molestiae modi. data produkcji2017"
606465,34188172,"Aperiam eum blanditiis autem occaecati quis delectus.","Wilk sp. p.",1470.94,"Grupa Borkowski",0,0,"Corporis et. rok produkcji2010"
454702,00430742,"Error dolore delectus quos qui dolore.",Piotrowska,701.07,"Fundacja Szczepański",0,0,"Ut quia qui. rok2015"
792338,77407427,"Laboriosam exercitationem earum distinctio nam impedit.","Sobczak s. c.",906.42,Jaworski-Dudek,0,0,"Dicta eveniet. data produkcji2016"
345524,12814585,"Illo veritatis qui corrupti et eum ipsa ea.",Walczak-Szymczak,6255.44,"Fundacja Wróblewski",0,0,"Corporis velit. data produkcji:2017"
558698,79306894,"Consequuntur iusto qui eligendi eos.","Błaszczyk s. c.",3788.86,"Mazur sp. p.",0,0,"Et odit rem ex. data produkcji2017"
540492,62019714,"Dolores ipsum ab iusto distinctio illum.","Adamski sp. p.",3305.96,"Piotrowski S.A.",0,0,"Quisquam. rok2017"
479485,63174337,"Eius voluptatibus assumenda impedit sequi.",Pawłowska,6930.12,Kozłowski,0,0,"Corporis qui. data produkcji.2016"
8094,27232271,"Magnam autem et iure autem consectetur tempore.","Makowska sp. j.",6109.13,"Wilk sp. j.",0,0,"Atque sunt. rok.2015"
419356,83293861,"Eum impedit dicta sed temporibus.",Zawadzka-Kamiński,3978.03,"Laskowski P.P.O.F",0,0,"Ipsum sit. rok:2016"
128817,74375349,"Ipsam alias ullam incidunt non et. Sunt quae nihil illo.",Górska,7551.54,"Cieślak sp. p.",0,0,"Asperiores. rok.2009"
398175,43176337,"Itaque qui fugiat amet sit libero totam ut corporis.",Kamińska,5881.27,"Stępień sp. j.",0,0,"Fuga nisi. data produkcji.2016"
814852,43128321,"Neque quia non nulla dolorum aspernatur et ipsum.","Pietrzak sp. p.",4121.67,"Urbański S.A.",0,0,"Inventore. data produkcji.2012"
792246,09973417,"Eius et eaque harum quia. Voluptate numquam in sint non.","Pawłowska i syn",3320.6,"Borkowska sp. k.",0,0,"Eos sunt. rok:2012"
309093,82553173,"A dolor quis quo rerum et.",Cieślak,6921.29,"Maciejewski i syn",0,0,"Assumenda est. rok2016"
627542,66622516,"Et pariatur sed ullam ut laboriosam magni harum.",Pawlak-Kubiak,4008.23,"Nowakowska sp. z o.o.",0,0,"Aut animi. data produkcji2016"
944192,59391405,"Quae dolorem voluptatibus sint quasi quam itaque.","Dudek sp. p.",188.45,Szymczak,0,0,"Itaque qui eum. data produkcji:2009"
158709,75305082,"Quam nisi dolores ea alias totam accusamus.","Jakubowska i syn",7007.48,"Pawlak S.K.A",0,0,"Harum totam. rok:2015"
784468,10249662,"Facere accusantium eligendi quidem quam laborum suscipit.","Wiśniewska sp. p.",2122.97,"Sikora sp. z o.o.",0,0,"Minus quam. rok produkcji.2016"
959899,57725352,"Qui velit corrupti quia sit beatae iste.",Sikorska-Wieczorek,1193.15,"Wysocka S.K.A",0,0,"Culpa tempora. rok:2012"
30869,37144993,"Ea ipsam quibusdam cum ea recusandae voluptatem asperiores.","Andrzejewski sp. z o.o.",1638.83,Jaworska-Jabłoński,0,0,"Odio esse. data produkcji.2017"
661743,27996041,"Ex fugiat reiciendis culpa iusto.","Przybylska sp. k.",10.02,"Sokołowska P.P.O.F",0,0,"Laborum. rok2016"
894474,16488324,"Aut expedita ut veniam tempora vero magnam.","Szymański i syn",3266.3,Makowska,0,0,"Consequatur. data produkcji:2012"
228681,40204709,"Reprehenderit reprehenderit et qui excepturi corporis sunt.",Wysocka,6606.73,"Baran sp. z o.o.",0,0,"Est rerum sed. rok produkcji2010"
427453,62672814,"Quidem magnam aliquid quis consectetur repellat qui.","Spółdzielnia Ostrowska",1090.36,Konieczny-Wieczorek,0,0,"Officiis nobis. data produkcji2016"
532463,82731595,"Perspiciatis et inventore maiores ut.",Adamska,2992.26,"Stowarzyszenie Adamska",0,0,"Qui delectus. rok2016"
398188,90354610,"Doloribus non eaque dolorem omnis hic earum.","Maciejewski sp. z o.o.",2436.84,"Jakubowski P.P.O.F",0,0,"Libero. rok produkcji.2010"
836760,25868179,"Cum aut omnis quia cupiditate enim voluptas suscipit.","Woźniak S.K.A",1133.88,Zalewska-Zawadzka,0,0,"Consequuntur. rok2009"
585569,11992114,"Voluptatem ea quo in aperiam. Libero neque labore et est.","Pawłowska sp. z o.o.",4282.56,Rutkowski-Lis,0,0,"Nostrum qui. data produkcji:2017"
850243,29191701,"Voluptates aut quod et.","Jaworska sp. j.",2916.62,"Bąk sp. j.",0,0,"Sapiente. rok2016"
121896,99860992,"Et quo quia rerum natus quod.","Kowalczyk S.K.A",1424.43,"Kamińska i syn",0,0,"Unde quo. rok produkcji2012"
249059,63355677,"Non corrupti aliquid eos et aut odio eos.","Wasilewski s. c.",1876.53,"Woźniak S.A.",0,0,"Delectus. data produkcji.2010"
807838,32215542,"Tempore omnis minima in.",Laskowska-Gajewska,1956.96,"Kaczmarczyk P.P.O.F",0,0,"Eaque. rok produkcji2017"
499102,90019540,"Consectetur et possimus perspiciatis illo.","Kozłowska s. c.",4997.18,"Malinowski s. c.",0,0,"Non molestiae. rok produkcji:2017"
647842,31843986,"Recusandae facere unde aliquid et.",Nowakowski,6665.79,"Kołodziej sp. k.",0,0,"Veniam dolores. rok produkcji.2017"
488299,66077859,"Accusantium nulla aut nam commodi.","Jakubowska sp. z o.o.",6757.98,Andrzejewska,0,0,"Quae illum eos. rok produkcji.2017"
560387,06597304,"Reiciendis ea qui magnam fugiat alias ab dolor.",Borkowski,4759.41,Zalewski,0,0,"Laborum veniam. rok produkcji2015"
976520,78406203,"Rerum sint atque ipsum est ipsum autem.","Fundacja Sikorski",4163.77,"Pawłowski S.K.A",0,0,"Repellat. rok produkcji:2017"
504126,72566770,"Rerum placeat non voluptatum cum molestiae omnis harum.","Dąbrowski s. c.",6157.47,Czerwińska,0,0,"Qui fugit. rok2012"
268483,44833837,"Cupiditate autem est iste consequatur.","Szulc S.K.A",193.61,"Grupa Kwiatkowska",0,0,"Doloremque. rok produkcji2017"
827442,32477364,"Rem in ut ipsum ut beatae.","Spółdzielnia Włodarczyk",5973.81,Cieślak,0,0,"Nobis cumque. rok produkcji:2016"
96168,51041142,"Aliquam sapiente sit sit voluptatum.","Kwiatkowski sp. k.",4301.57,"Grupa Pawlak",0,0,"Quasi ut. rok:2016"
539329,95176530,"Commodi facere modi modi ducimus nihil doloribus.","Kucharska S.A.",7766.61,"Zieliński s. c.",0,0,"Sed adipisci. data produkcji2012"
937093,46432128,"Excepturi nesciunt labore aspernatur facilis.",Zielińska-Adamski,6503.69,Rutkowska-Kowalczyk,0,0,"Ratione dolor. rok produkcji2010"
338082,26565598,"Fugit error rerum tempora sunt.","Stowarzyszenie Jakubowska",6542.09,Kamiński,0,0,"Optio unde sed. rok produkcji.2009"
335036,37829614,"Non ut et praesentium quidem repudiandae voluptas.","Kamińska i syn",7716.85,Szczepańska,0,0,"Facere numquam. data produkcji:2009"
499862,63640946,"Inventore id et voluptatibus molestiae.",Michalski,3076.45,"Stowarzyszenie Rutkowski",0,0,"Quam maiores. rok produkcji2015"
819322,43942907,"Qui maiores illum id deserunt voluptas.",Wróbel,3102.84,"Wojciechowska sp. j.",0,0,"Unde inventore. rok produkcji2010"
898405,41285251,"Aut possimus ut nesciunt commodi rerum eos vel architecto.",Baranowski,3672.72,Szulc,0,0,"Sit quis nemo. data produkcji.2012"
483029,93966364,"Ea officia natus hic vel adipisci occaecati.","Woźniak s. c.",7026.9,"Adamczyk P.P.O.F",0,0,"Tenetur. rok produkcji:2015"
832608,27071476,"Nihil qui rerum sit sint at cum dolorem.",Maciejewska-Czerwiński,6259,"Zawadzki i syn",0,0,"Veritatis. rok produkcji.2016"
887286,71094470,"Harum et dolor sapiente.","Gajewski sp. z o.o.",2112.62,"Maciejewska sp. j.",0,0,"Alias pariatur. rok2012"
860694,91590529,"Suscipit ut debitis quia est.","Szczepańska S.A.",2383.58,"Szymczak i syn",0,0,"Voluptas enim. rok produkcji.2016"
721560,48986119,"Ullam qui corrupti illum aliquam recusandae.",Ostrowski,7240.23,"Chmielewska sp. z o.o.",0,0,"Quibusdam iste. rok produkcji:2016"
676295,49432819,"Enim nemo aut pariatur iure similique.",Walczak-Bąk,2551.05,Wysocki-Rutkowski,0,0,"Earum quod. rok2012"
361275,95251336,"Saepe voluptatibus quia esse incidunt.","Nowakowska sp. j.",3652.76,"Marciniak sp. j.",0,0,"Atque qui vel. rok2017"
135066,87616246,"Eum architecto provident fugiat earum.",Urbański,7562.19,"Nowak sp. k.",0,0,"Magni aut. rok:2009"
151544,62138356,"Eum et assumenda nobis.","Kaźmierczak P.P.O.F",5429.45,"Głowacka s. c.",0,0,"Dolorem. data produkcji:2012"
912075,76949458,"Excepturi delectus et mollitia qui aut amet quia.","Baranowska P.P.O.F",221.87,Kowalski,0,0,"Quod quo. rok.2010"
266599,41190546,"Harum et fuga atque nisi.",Jaworska,6835.69,Laskowski,0,0,"Deserunt rerum. rok produkcji2015"
309647,33709826,"Quo consequatur facere fugiat eaque omnis.","Urbański sp. j.",1154.19,Chmielewska,0,0,"Dolore non. rok.2016"
676669,74573950,"Est dolorem ut quos. Quibusdam dolor est error et.",Bąk,2075.07,"Kwiatkowski S.A.",0,0,"Quia a quos. rok.2017"
135964,54217384,"Praesentium eum molestias laudantium magnam fugit et.",Mazur,4587.51,"Stowarzyszenie Duda",0,0,"Voluptatibus. rok:2009"
850567,35767994,"Non ea voluptate rerum unde.",Lis,4025.79,Przybylski,0,0,"Omnis amet sit. rok2017"
980775,74016871,"Dolorem quia dolorem quia qui. Autem architecto quia totam.","Grupa Ostrowska",3584.4,Stępień,0,0,"Dignissimos. data produkcji2012"
938603,02161916,"Distinctio corrupti autem tempore.","Sikora sp. z o.o.",6343.84,"Kozłowski sp. j.",0,0,"Modi dolorem. rok produkcji2012"
312393,15050665,"Eius officiis consequuntur natus quo.","Laskowska P.P.O.F",2777.36,Jasiński-Adamczyk,0,0,"Beatae. rok produkcji:2015"
338952,34398487,"Dolorem eum reprehenderit fuga dolores aperiam.","Sawicki sp. k.",7069.92,"Krajewska sp. z o.o.",0,0,"Ipsam velit. data produkcji2010"
465409,80953087,"Dolore et officiis iusto labore omnis laboriosam qui.","Woźniak S.K.A",3905.69,Szymański,0,0,"Et rem dolor. rok2017"
592652,80893563,"Incidunt rerum voluptatem corrupti. Alias ut velit iste et.","Majewska s. c.",5852.52,Pawłowski-Tomaszewski,0,0,"Facilis eum. data produkcji2012"
763728,07445901,"Rerum cupiditate itaque officiis quia sunt.","Błaszczyk S.K.A",3752.09,"Pawłowska sp. j.",0,0,"Et earum et. rok produkcji.2009"
229658,14391307,"Non harum consequatur sunt est.",Zielińska,3899.19,"Grupa Tomaszewska",0,0,"Aut est hic ex. rok2010"
72828,77078304,"Nobis expedita nisi qui sunt sint omnis eius id.","Zalewska S.A.",5502.96,"Fundacja Ziółkowski",0,0,"Sint saepe. rok produkcji2010"
601802,03330656,"Cum fuga sit eum officiis.",Andrzejewska-Zalewska,5514.91,"Pawlak sp. k.",0,0,"At in. data produkcji:2015"
642577,79913223,"Reprehenderit dolores laborum nostrum quos et et delectus.","Spółdzielnia Krajewski",6478.17,Rutkowski,0,0,"Commodi iure. rok2016"
164199,64288752,"Est eum sapiente aliquam odio ratione iusto.",Krajewska,4323.06,"Zawadzka sp. p.",0,0,"Doloremque. data produkcji.2009"
776899,30130317,"Esse voluptatibus sed incidunt natus nobis.",Jasińska,6147.1,Sokołowski-Krupa,0,0,"Voluptate. data produkcji:2016"
99994,41302992,"Laborum non autem rem officiis.",Mazurek,310.16,Nowakowski,0,0,"Voluptatem et. data produkcji2016"
736680,57764810,"Minus sit ut consequatur aut quis.","Włodarczyk S.K.A",808.85,Tomaszewska,0,0,"Sequi fugiat. rok2012"
145970,35739256,"Id rerum nihil ratione consequatur numquam et adipisci in.",Wilk,4955.57,"Zalewski P.P.O.F",0,0,"Quia quae. rok.2015"
519963,18989386,"Iure iure eius assumenda laboriosam blanditiis ut.","Dudek s. c.",5102.4,"Czerwiński S.A.",0,0,"Facilis. rok:2015"
510244,14754296,"Aut vero veritatis consectetur.","Krupa P.P.O.F",1683.92,"Zieliński S.A.",0,0,"Aut porro vero. data produkcji2017"
682140,48892759,"Enim possimus delectus inventore eum voluptatem eius.","Zawadzka S.A.",3923.19,"Czarnecki P.P.O.F",0,0,"Ea eos esse ex. rok produkcji:2012"
972996,48255815,"Vero molestiae deserunt sit nostrum.","Wiśniewski S.K.A",7110.36,"Spółdzielnia Zając",0,0,"Dolor et eos. rok produkcji:2015"
101399,71315063,"Ducimus ex nulla animi libero et fugit.",Kaczmarczyk,1864.59,"Kowalczyk sp. k.",0,0,"Quis velit et. rok produkcji2016"
332138,05505777,"Harum qui animi et dignissimos.","Baranowska P.P.O.F",6161.26,"Baran sp. z o.o.",0,0,"Veniam qui sed. rok produkcji.2015"
785720,12850365,"Distinctio voluptas nulla rerum necessitatibus iure.","Wilk P.P.O.F",1768.05,"Grupa Dąbrowska",0,0,"Qui sit quod. rok produkcji:2010"
77919,66575139,"Qui voluptas animi fuga iusto dignissimos ut est.",Król-Jakubowska,4.92,Grabowski,0,0,"Ut cumque. data produkcji:2012"
396315,51967646,"Id ipsa iure autem ipsum. Sed id qui veritatis.","Makowska s. c.",7719.76,Król,0,0,"Voluptatem. data produkcji2017"
999307,21937912,"Eos a sed sed ut quo distinctio dolorem neque.",Zakrzewska-Makowski,2243.2,"Borkowski s. c.",0,0,"Nulla quam. rok produkcji2009"
671952,84854401,"Sed et maiores enim maxime id perspiciatis.","Andrzejewska sp. j.",5881.61,"Kalinowska i syn",0,0,"Est et non. rok2017"
885655,79885708,"Voluptate consequuntur ad ut fugit corrupti mollitia.","Fundacja Kaczmarek",5087.3,"Kwiatkowski S.K.A",0,0,"Eos ea quia. rok.2017"
394701,85736157,"Tenetur quo assumenda mollitia ipsum.","Sikora i syn",1573.53,"Sawicki i syn",0,0,"Autem dolorum. rok2012"
533977,11883898,"Est voluptas aut in quae.",Dąbrowski,4668.69,"Kowalski sp. z o.o.",0,0,"Laborum omnis. rok produkcji.2016"
149764,18784569,"Cum porro odio eum quia voluptates consequatur at.",Urbańska-Krawczyk,1557.57,"Grupa Górski",0,0,"Quos cum iste. data produkcji.2017"
78444,54980569,"Porro ut aut et magnam rerum iste earum.","Spółdzielnia Lewandowski",6018.61,Górski,0,0,"Voluptatem. rok produkcji.2012"
246641,49792650,"Magni sed dolorum corporis cumque quo sed facere porro.",Jakubowska,1889.24,"Kowalski i syn",0,0,"Rerum odio. rok.2017"
529474,06241742,"Id sapiente repellendus ab voluptas.","Nowicka P.P.O.F",6660.68,Czarnecka-Jankowski,0,0,"Vero numquam. data produkcji:2012"
964215,51819659,"Alias labore debitis a magnam.","Spółdzielnia Witkowski",7668.92,Dudek,0,0,"Ea ut itaque. data produkcji2012"
518240,45182758,"Praesentium eligendi est nesciunt impedit.","Sikora S.K.A",1174.14,Duda,0,0,"Veritatis in. rok produkcji2009"
342895,22747200,"Voluptatibus totam est consequatur et hic quod neque.",Kubiak,5676.61,"Baran P.P.O.F",0,0,"Ipsa. rok produkcji.2016"
898121,68657622,"Rerum iste sed eum ipsam reprehenderit in adipisci ut.","Makowski sp. k.",7508.18,"Sokołowska sp. j.",0,0,"Sunt et. rok produkcji2010"
365618,42910275,"Esse a ipsa voluptas ex saepe qui.",Dudek,64.47,"Pawłowska sp. j.",0,0,"Vel et a sed. rok produkcji.2016"
817481,06613073,"Sed quidem cumque doloremque corrupti ipsam.",Baranowski,1321.17,"Grabowska sp. j.",0,0,"Vitae tempora. rok produkcji:2016"
577411,53272746,"Excepturi aspernatur quia quia.","Lewandowski i syn",3715.67,"Spółdzielnia Sadowska",0,0,"Assumenda. rok.2009"
129375,13921059,"Quo in dignissimos provident.","Borkowska S.K.A",1514.5,"Pawlak sp. z o.o.",0,0,"Eos harum. data produkcji:2009"
520687,73360030,"Architecto inventore dolores consequatur distinctio porro.","Ziółkowska P.P.O.F",7598.88,Jankowska,0,0,"Aperiam minus. rok produkcji:2010"
538424,53684969,"Mollitia nulla qui id tempora et et ullam.",Jakubowska,6598.25,"Fundacja Mróz",0,0,"Ipsam qui et. data produkcji2017"
57898,18316687,"Ea molestiae soluta consequuntur.",Górska-Przybylski,2933.78,Krawczyk,0,0,"Qui dolores ea. rok produkcji.2016"
417949,45451092,"Dolor fuga suscipit aut hic sed aut.",Wojciechowska,2021.96,"Grupa Zawadzki",0,0,"Omnis quidem. rok produkcji2009"
141560,56495889,"Atque alias possimus quis quia vel.",Sadowski,5971.64,"Stowarzyszenie Jabłońska",0,0,"Fugit maiores. rok produkcji:2015"
712579,54942417,"Officiis molestias nemo consequuntur minima vero.",Pietrzak,6347.82,"Głowacki S.K.A",0,0,"Magnam beatae. data produkcji.2012"
455162,73171685,"Deserunt inventore et quia fuga non suscipit saepe.","Olszewska S.A.",3293.95,"Laskowski s. c.",0,0,"Dignissimos. rok:2009"
880614,04342199,"Quia ipsam beatae non at.","Górecka sp. p.",5832.98,"Adamczyk i syn",0,0,"Saepe quos. rok produkcji2015"
526780,31391881,"Suscipit illum at accusantium corporis nulla nam.","Spółdzielnia Jabłońska",5508.73,Malinowska,0,0,"Beatae error. data produkcji:2012"
222248,86062165,"At quibusdam ex aperiam numquam atque.",Maciejewska,4169.88,Szymański,0,0,"Et qui quo. data produkcji2010"
763051,91617127,"Rerum quia aperiam molestiae quia incidunt.",Piotrowska-Baranowski,4323.04,"Spółdzielnia Gajewska",0,0,"Deserunt sunt. rok produkcji:2017"
218988,97081306,"Magni enim eos et quam ut. Velit facilis eum tenetur quas.","Górski sp. p.",7914.36,"Błaszczyk sp. p.",0,0,"Eius dicta. rok:2016"
979221,83707337,"Sequi illo eum maiores dolor dolorem odio.",Wójcik,739.48,Baran,0,0,"Quae cumque et. rok produkcji2017"
345362,05560437,"Unde sapiente adipisci quia totam et.",Krawczyk,3137.56,"Mróz i syn",0,0,"Quos sequi. data produkcji.2012"
274652,43521999,"Perferendis quisquam inventore eligendi.","Fundacja Pawlak",1837.83,Walczak-Górska,0,0,"Optio. data produkcji2017"
51452,26637187,"Corporis quia distinctio itaque illo.","Szymański sp. z o.o.",6980.24,Wróbel-Czarnecka,0,0,"Eum adipisci. rok produkcji2010"
101327,71812371,"Officia deserunt id quis fuga.","Sawicka S.K.A",6897.77,"Wasilewska i syn",0,0,"Optio placeat. data produkcji.2015"
453285,16800058,"Ut officia est facere eaque rerum dolores ipsam.","Kozłowska P.P.O.F",6058.11,"Wiśniewski P.P.O.F",0,0,"Necessitatibus. data produkcji:2017"
284202,17542407,"Blanditiis aut sed enim.",Kaczmarek,3560.13,Jabłoński,0,0,"Sint cum qui. rok produkcji2017"
953283,57045283,"Velit qui pariatur qui et facere.",Jankowska,1736.34,Brzeziński-Jaworska,0,0,"Doloribus. rok produkcji2016"
698390,87106402,"Iure impedit sunt repellat autem illo occaecati.",Kozłowska,6783.92,"Baranowska S.K.A",0,0,"Molestiae id. data produkcji2009"
530103,70489334,"Quo sunt ipsum reiciendis saepe sint quia.","Stowarzyszenie Andrzejewska",2325.05,"Grupa Zielińska",0,0,"Natus possimus. rok2017"
298469,82654409,"Quam est quia nesciunt reprehenderit et voluptatem.","Spółdzielnia Krajewska",6777.78,"Grupa Zawadzki",0,0,"Dolor rerum. rok2016"
811901,89631009,"Nihil aut non asperiores a error.",Zawadzka-Pietrzak,7699.25,Krupa-Przybylska,0,0,"Sunt. data produkcji2015"
831746,20713315,"Culpa repellat corrupti omnis qui eaque eum.",Zalewska,2568.64,"Górecka S.A.",0,0,"Ullam nam aut. rok produkcji2010"
131463,43415485,"Commodi vitae explicabo consequatur quasi optio.",Mazur,4733.52,Baran,0,0,"Alias. rok produkcji:2010"
171588,38511031,"Voluptatem eaque porro eum tenetur suscipit ut vel aut.","Urbańska sp. j.",6608.67,Jaworski,0,0,"Amet quo omnis. data produkcji2010"
874503,20326173,"Nobis debitis placeat ducimus dolor ea.","Wasilewska i syn",2757.62,"Spółdzielnia Witkowska",0,0,"Ducimus. data produkcji:2009"
700935,45766107,"Rerum commodi et sit mollitia.","Szymczak sp. p.",520.75,"Zakrzewska i syn",0,0,"Autem nulla. rok:2017"
638113,36250729,"Nulla quaerat iure sint. Eius quae molestias itaque ab.",Wróblewska,5245.94,Kalinowski,0,0,"Porro. rok produkcji.2009"
501482,32635737,"Quia sunt repellendus vitae assumenda sed quia repudiandae.",Stępień,3379.14,"Fundacja Kwiatkowska",0,0,"A repellendus. data produkcji2012"
683769,54412280,"Harum magnam saepe voluptatibus quae et.",Woźniak-Borowski,2155.71,"Fundacja Rutkowski",0,0,"Aut quam. rok produkcji:2017"
261448,45265255,"Eveniet sunt quia deserunt ut aperiam autem.",Krajewska-Wilk,7273.43,Kaczmarczyk-Wójcik,0,0,"Qui quaerat. data produkcji2015"
926864,33143206,"Quis alias maiores molestiae ea iure ut et.","Ostrowski sp. k.",1801,"Czarnecki S.K.A",0,0,"Totam. data produkcji2017"
